<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160713,000000,70.9833000,70.9833000,70.9833000,70.9833000,0
20160714,000000,70.5577000,70.5577000,70.5577000,70.5577000,0
20160715,000000,70.5644000,70.5644000,70.5644000,70.5644000,0
20160716,000000,70.3395000,70.3395000,70.3395000,70.3395000,0
20160719,000000,69.7741000,69.7741000,69.7741000,69.7741000,0
20160720,000000,69.6974000,69.6974000,69.6974000,69.6974000,0
20160721,000000,69.6967000,69.6967000,69.6967000,69.6967000,0
20160722,000000,70.3022000,70.3022000,70.3022000,70.3022000,0
20160723,000000,71.2513000,71.2513000,71.2513000,71.2513000,0
20160726,000000,71.2090000,71.2090000,71.2090000,71.2090000,0
20160727,000000,72.3478000,72.3478000,72.3478000,72.3478000,0
20160728,000000,72.5150000,72.5150000,72.5150000,72.5150000,0
20160729,000000,73.4047000,73.4047000,73.4047000,73.4047000,0
20160730,000000,74.3799000,74.3799000,74.3799000,74.3799000,0
20160802,000000,73.6523000,73.6523000,73.6523000,73.6523000,0
20160803,000000,74.9007000,74.9007000,74.9007000,74.9007000,0
20160804,000000,74.7978000,74.7978000,74.7978000,74.7978000,0
20160805,000000,73.9232000,73.9232000,73.9232000,73.9232000,0
20160806,000000,73.0303000,73.0303000,73.0303000,73.0303000,0
20160809,000000,72.1476000,72.1476000,72.1476000,72.1476000,0
20160810,000000,71.7556000,71.7556000,71.7556000,71.7556000,0
20160811,000000,72.2349000,72.2349000,72.2349000,72.2349000,0
20160812,000000,72.4644000,72.4644000,72.4644000,72.4644000,0
20160813,000000,71.7158000,71.7158000,71.7158000,71.7158000,0
20160816,000000,71.7263000,71.7263000,71.7263000,71.7263000,0
20160817,000000,71.9645000,71.9645000,71.9645000,71.9645000,0
20160818,000000,72.0832000,72.0832000,72.0832000,72.0832000,0
20160819,000000,71.9371000,71.9371000,71.9371000,71.9371000,0
20160820,000000,72.4558000,72.4558000,72.4558000,72.4558000,0
20160823,000000,72.4457000,72.4457000,72.4457000,72.4457000,0
20160824,000000,73.4733000,73.4733000,73.4733000,73.4733000,0
20160825,000000,73.2074000,73.2074000,73.2074000,73.2074000,0
20160826,000000,73.2135000,73.2135000,73.2135000,73.2135000,0
20160827,000000,73.0892000,73.0892000,73.0892000,73.0892000,0
20160830,000000,72.7996000,72.7996000,72.7996000,72.7996000,0
20160831,000000,72.5013000,72.5013000,72.5013000,72.5013000,0
20160901,000000,72.6859000,72.6859000,72.6859000,72.6859000,0
20160902,000000,72.6828000,72.6828000,72.6828000,72.6828000,0
20160903,000000,73.7199000,73.7199000,73.7199000,73.7199000,0
20160906,000000,72.3742000,72.3742000,72.3742000,72.3742000,0
20160907,000000,72.3639000,72.3639000,72.3639000,72.3639000,0
20160908,000000,72.4022000,72.4022000,72.4022000,72.4022000,0
20160909,000000,72.0464000,72.0464000,72.0464000,72.0464000,0
20160910,000000,72.3359000,72.3359000,72.3359000,72.3359000,0
20160913,000000,73.1986000,73.1986000,73.1986000,73.1986000,0
20160914,000000,72.7559000,72.7559000,72.7559000,72.7559000,0
20160915,000000,72.9460000,72.9460000,72.9460000,72.9460000,0
20160916,000000,73.2126000,73.2126000,73.2126000,73.2126000,0
20160917,000000,73.0208000,73.0208000,73.0208000,73.0208000,0
20160920,000000,72.4477000,72.4477000,72.4477000,72.4477000,0
20160921,000000,72.5279000,72.5279000,72.5279000,72.5279000,0
20160922,000000,71.8404000,71.8404000,71.8404000,71.8404000,0
20160923,000000,71.6728000,71.6728000,71.6728000,71.6728000,0
20160924,000000,71.5854000,71.5854000,71.5854000,71.5854000,0
20160927,000000,72.0604000,72.0604000,72.0604000,72.0604000,0
20160928,000000,71.6409000,71.6409000,71.6409000,71.6409000,0
20160929,000000,71.5738000,71.5738000,71.5738000,71.5738000,0
20160930,000000,70.8823000,70.8823000,70.8823000,70.8823000,0
20161001,000000,70.9338000,70.9338000,70.9338000,70.9338000,0
20161004,000000,70.2411000,70.2411000,70.2411000,70.2411000,0
20161005,000000,69.7556000,69.7556000,69.7556000,69.7556000,0
20161006,000000,70.0782000,70.0782000,70.0782000,70.0782000,0
20161007,000000,69.8518000,69.8518000,69.8518000,69.8518000,0
20161008,000000,69.2312000,69.2312000,69.2312000,69.2312000,0
20161011,000000,69.7253000,69.7253000,69.7253000,69.7253000,0
20161012,000000,69.1231000,69.1231000,69.1231000,69.1231000,0
20161013,000000,69.1173000,69.1173000,69.1173000,69.1173000,0
20161014,000000,69.7255000,69.7255000,69.7255000,69.7255000,0
20161015,000000,69.3746000,69.3746000,69.3746000,69.3746000,0
20161018,000000,69.3587000,69.3587000,69.3587000,69.3587000,0
20161019,000000,69.2608000,69.2608000,69.2608000,69.2608000,0
20161020,000000,68.7674000,68.7674000,68.7674000,68.7674000,0
20161021,000000,68.4741000,68.4741000,68.4741000,68.4741000,0
20161022,000000,68.0267000,68.0267000,68.0267000,68.0267000,0
20161025,000000,67.7302000,67.7302000,67.7302000,67.7302000,0
20161026,000000,67.4958000,67.4958000,67.4958000,67.4958000,0
20161027,000000,67.9253000,67.9253000,67.9253000,67.9253000,0
20161028,000000,68.7576000,68.7576000,68.7576000,68.7576000,0
20161029,000000,68.6783000,68.6783000,68.6783000,68.6783000,0
20161101,000000,69.2863000,69.2863000,69.2863000,69.2863000,0
20161102,000000,69.3647000,69.3647000,69.3647000,69.3647000,0
20161103,000000,70.2339000,70.2339000,70.2339000,70.2339000,0
20161104,000000,70.5977000,70.5977000,70.5977000,70.5977000,0
20161108,000000,70.6944000,70.6944000,70.6944000,70.6944000,0
20161109,000000,70.4542000,70.4542000,70.4542000,70.4542000,0
20161110,000000,71.3491000,71.3491000,71.3491000,71.3491000,0
20161111,000000,69.3392000,69.3392000,69.3392000,69.3392000,0
20161112,000000,71.1253000,71.1253000,71.1253000,71.1253000,0
20161115,000000,71.0488000,71.0488000,71.0488000,71.0488000,0
20161116,000000,70.6156000,70.6156000,70.6156000,70.6156000,0
20161117,000000,69.2388000,69.2388000,69.2388000,69.2388000,0
20161118,000000,69.4984000,69.4984000,69.4984000,69.4984000,0
20161119,000000,68.9889000,68.9889000,68.9889000,68.9889000,0
20161122,000000,68.3611000,68.3611000,68.3611000,68.3611000,0
20161123,000000,67.5413000,67.5413000,67.5413000,67.5413000,0
20161124,000000,68.0540000,68.0540000,68.0540000,68.0540000,0
20161125,000000,68.0855000,68.0855000,68.0855000,68.0855000,0
20161126,000000,68.4363000,68.4363000,68.4363000,68.4363000,0
20161129,000000,69.1608000,69.1608000,69.1608000,69.1608000,0
20161130,000000,68.8416000,68.8416000,68.8416000,68.8416000,0
20161201,000000,69.3417000,69.3417000,69.3417000,69.3417000,0
20161202,000000,67.6162000,67.6162000,67.6162000,67.6162000,0
20161203,000000,68.4703000,68.4703000,68.4703000,68.4703000,0
20161206,000000,67.7660000,67.7660000,67.7660000,67.7660000,0
20161207,000000,68.6902000,68.6902000,68.6902000,68.6902000,0
20161208,000000,68.5002000,68.5002000,68.5002000,68.5002000,0
20161209,000000,68.2458000,68.2458000,68.2458000,68.2458000,0
20161210,000000,67.2086000,67.2086000,67.2086000,67.2086000,0
20161213,000000,65.0720000,65.0720000,65.0720000,65.0720000,0
20161214,000000,64.9774000,64.9774000,64.9774000,64.9774000,0
20161215,000000,64.7543000,64.7543000,64.7543000,64.7543000,0
20161216,000000,64.6139000,64.6139000,64.6139000,64.6139000,0
20161217,000000,64.4809000,64.4809000,64.4809000,64.4809000,0
20161220,000000,64.6727000,64.6727000,64.6727000,64.6727000,0
20161221,000000,64.2006000,64.2006000,64.2006000,64.2006000,0
20161222,000000,63.6086000,63.6086000,63.6086000,63.6086000,0
20161223,000000,63.5604000,63.5604000,63.5604000,63.5604000,0
