<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160713,000000,339.2500000,341.5500000,334.7000000,336.5000000,2967300
20160714,000000,336.0000000,337.9000000,330.6500000,336.5000000,3359620
20160715,000000,335.9000000,336.3500000,332.3000000,335.0000000,2279020
20160718,000000,334.9500000,335.6000000,327.8500000,333.7000000,2386020
20160719,000000,333.0000000,334.9500000,327.0500000,329.5000000,2789340
20160720,000000,329.5000000,331.8500000,325.0500000,329.0500000,2709660
20160721,000000,330.4000000,334.4000000,328.9500000,334.3000000,1673490
20160722,000000,332.3500000,335.6500000,331.6000000,334.3000000,1560930
20160725,000000,334.0000000,335.5000000,332.0000000,334.0000000,1254930
20160726,000000,333.7500000,334.4500000,327.5000000,330.0000000,2377130
20160727,000000,329.5000000,330.9500000,325.5000000,329.9000000,2312470
20160728,000000,328.5000000,335.7500000,327.1500000,334.0000000,2384350
20160729,000000,333.5000000,334.0000000,323.2000000,325.5000000,3611860
20160801,000000,326.5000000,329.2500000,323.6000000,325.6000000,1763090
20160802,000000,324.9000000,324.9000000,316.1500000,317.3500000,2365730
20160803,000000,316.8000000,324.0000000,316.8000000,323.2500000,3486140
20160804,000000,324.2000000,329.3000000,323.6000000,329.0000000,2964330
20160805,000000,329.2500000,330.5500000,325.5000000,329.9000000,1859890
20160808,000000,330.2000000,332.8000000,328.7500000,329.0000000,1502740
20160809,000000,329.1500000,331.2500000,327.1500000,329.9000000,1802810
20160810,000000,328.3500000,328.4000000,323.6000000,326.6000000,2052330
20160811,000000,324.5500000,326.6000000,321.1000000,325.0500000,2117300
20160812,000000,326.0500000,331.4000000,326.0000000,330.8500000,2100830
20160815,000000,330.1000000,340.0000000,329.8000000,339.0000000,5060870
20160816,000000,338.8500000,343.9000000,337.4500000,343.5000000,3995870
20160817,000000,342.5000000,345.9000000,339.1000000,345.5500000,2836820
20160818,000000,345.6000000,352.3000000,344.0000000,351.8500000,3678870
20160819,000000,352.7500000,353.5500000,349.0000000,349.0500000,3560930
20160822,000000,347.9500000,352.0000000,345.5000000,351.7500000,2846290
20160823,000000,351.7500000,352.0000000,348.6000000,351.0000000,2009920
20160824,000000,349.5000000,350.5000000,346.8500000,350.2000000,1239350
20160825,000000,349.7500000,350.2500000,345.0000000,348.2000000,2617790
20160826,000000,348.4000000,352.2500000,345.5500000,350.5500000,2260870
20160829,000000,348.4000000,351.0000000,346.0000000,350.6000000,1066320
20160830,000000,350.4500000,352.5000000,347.6000000,348.0000000,1353890
20160831,000000,348.0000000,348.5000000,341.5500000,344.7000000,2715030
20160901,000000,344.7500000,344.7500000,338.5000000,341.3000000,3080100
20160902,000000,341.8000000,351.4500000,340.6000000,349.9000000,4989480
