<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190410,000000,7203.5100000,7259.7300000,7203.5100000,7209.5400000,17588596411
20190411,000000,7213.3400000,7240.0800000,7169.6500000,7170.1200000,16517801961
20190412,000000,7184.6300000,7218.0200000,7163.9400000,7196.3900000,12071241593
20190415,000000,7195.5200000,7215.7900000,7115.5500000,7131.8500000,8831539208
20190416,000000,7147.1500000,7239.3700000,7129.1500000,7217.4100000,13556734403
20190417,000000,7250.4300000,7266.3800000,7208.1800000,7238.6100000,12387213483
20190418,000000,7226.0300000,7228.4400000,7184.2800000,7224.1800000,8503881953
20190419,000000,7231.6200000,7242.8700000,7217.3100000,7226.0900000,2227973892
20190422,000000,7263.2400000,7312.4400000,7254.3100000,7307.1800000,5280390470
20190423,000000,7323.5100000,7355.2000000,7266.5000000,7307.0800000,12776390370
20190424,000000,7299.2500000,7307.7200000,7246.0400000,7279.2500000,12620202426
20190425,000000,7277.0900000,7330.6900000,7247.8900000,7280.8400000,13658310647
20190426,000000,7274.7500000,7352.9800000,7251.3000000,7346.3000000,13964360756
20190429,000000,7357.3200000,7370.5700000,7282.0200000,7322.4600000,11407554394
20190430,000000,7311.0400000,7322.5400000,7278.3500000,7297.9700000,15179464252
20190502,000000,7302.1800000,7332.5200000,7283.9900000,7302.7300000,10077705821
20190503,000000,7320.3800000,7338.9300000,7294.3100000,7318.1800000,9748799776
20190506,000000,7281.4000000,7316.0900000,7250.4100000,7316.0900000,7305435961
20190507,000000,7301.2000000,7306.1900000,7215.9000000,7261.9600000,15815104684
20190508,000000,7239.9700000,7242.6300000,7185.0500000,7185.0500000,12188044292
20190510,000000,7198.3500000,7198.3700000,7097.2700000,7104.8600000,11089684532
20190513,000000,7113.6400000,7169.7100000,7106.8500000,7108.0700000,13376717698
20190514,000000,7123.3500000,7277.4600000,7121.3800000,7260.6800000,52059197194
20190515,000000,7292.0600000,7300.9100000,7212.8200000,7212.8500000,40520953713
20190516,000000,7208.1800000,7328.0600000,7206.5500000,7296.8700000,41584321637
20190517,000000,7295.8600000,7317.1600000,7266.8700000,7291.4100000,25383758493
20190520,000000,7315.5600000,7327.5300000,7292.9900000,7304.3800000,17061309056
20190521,000000,7328.6200000,7468.4100000,7310.1800000,7441.1100000,31165596592
20190522,000000,7457.5600000,7538.8200000,7420.5900000,7515.6400000,18721587281
20190523,000000,7497.3800000,7536.9300000,7466.4300000,7507.1300000,22219472737
20190524,000000,7515.4000000,7572.0200000,7486.0700000,7486.0700000,16545180663
20190527,000000,7497.7800000,7520.0500000,7470.7900000,7518.8400000,10624759371
20190528,000000,7516.8400000,7567.2400000,7453.5500000,7485.2200000,59005843952
20190529,000000,7470.1200000,7598.2400000,7456.2000000,7598.2400000,24131436952
20190530,000000,7620.7300000,7703.8200000,7620.7300000,7688.1100000,28409412045
20190531,000000,7667.0100000,7700.3200000,7614.8900000,7694.3300000,20196690074
20190603,000000,7668.1000000,7916.1400000,7633.1000000,7863.1000000,62756853933
20190604,000000,7867.8900000,7887.9800000,7738.3200000,7788.0000000,38545184962
20190605,000000,7790.7300000,7801.3000000,7684.0500000,7716.3100000,18396202537
20190606,000000,7720.2200000,7770.2400000,7720.2200000,7760.7900000,21908944749
20190607,000000,7810.5800000,7810.5800000,7735.2900000,7735.2900000,22510499363
20190610,000000,7751.2100000,7794.1200000,7749.4800000,7773.0600000,13820040096
20190611,000000,7785.5800000,7893.9400000,7764.6300000,7875.7200000,23171669270
20190613,000000,7851.3900000,7867.2400000,7812.2200000,7827.6900000,20137869078
20190614,000000,7803.2800000,7834.4300000,7748.7500000,7748.7500000,15873098223
20190617,000000,7752.5500000,7814.1100000,7734.9500000,7736.4000000,17457939478
20190618,000000,7743.4400000,7809.6700000,7709.3900000,7801.7600000,18003346552
20190619,000000,7818.3000000,7841.1600000,7751.8200000,7764.6000000,16726314774
20190620,000000,7798.9700000,7890.0700000,7795.0000000,7880.0100000,30953161735
20190621,000000,7844.2300000,7870.6700000,7791.9000000,7843.4200000,28368026205
20190624,000000,7841.1500000,7856.1000000,7797.0200000,7807.5000000,12465910072
20190625,000000,7800.0400000,7817.3100000,7751.2700000,7787.8600000,12334731211
20190626,000000,7794.0200000,7872.8400000,7787.1700000,7859.5600000,13583393988
20190627,000000,7882.3100000,7918.4600000,7845.9300000,7900.0400000,13442596243
20190628,000000,7912.5200000,7941.1300000,7878.5800000,7895.8900000,19359990053
20190701,000000,7974.8100000,8007.5300000,7941.9400000,7961.0300000,28968360428
20190702,000000,7978.7800000,8011.0500000,7952.9300000,7980.1700000,16705573337
20190703,000000,7972.4900000,8027.3800000,7936.1300000,8024.6200000,21671738819
20190704,000000,7982.9800000,8065.9600000,7965.7500000,8065.9600000,20340389906
20190705,000000,8074.9200000,8083.9900000,8007.4900000,8031.4000000,19779774554
20190708,000000,7981.7200000,8007.8500000,7966.6200000,8000.7000000,17553254297
20190709,000000,7997.6600000,8067.1200000,7997.6600000,8026.0800000,14947538118
20190710,000000,8030.0500000,8032.7600000,7980.9700000,8001.9900000,16285467389
20190711,000000,8011.0600000,8015.9000000,7875.8600000,7905.7800000,19609380036
20190712,000000,7905.4100000,7906.4100000,7830.4500000,7862.1800000,12070641582
20190715,000000,7884.2200000,7888.9300000,7780.1600000,7784.8800000,16497709814
20190716,000000,7784.0300000,7806.3800000,7748.8400000,7803.3400000,19330875603
20190717,000000,7608.2800000,7646.1700000,7579.8400000,7629.2700000,22313874014
20190718,000000,7590.2200000,7596.4100000,7538.7900000,7546.6200000,13610283990
20190719,000000,7584.8100000,7609.7100000,7541.1400000,7545.5500000,10763920405
20190722,000000,7551.5500000,7579.5100000,7505.5500000,7505.5500000,14421572799
20190723,000000,7523.4300000,7592.0700000,7520.8200000,7575.6400000,15632765985
20190724,000000,7583.5500000,7583.5500000,7508.2300000,7527.6200000,17243995900
20190725,000000,7493.6500000,7631.8600000,7487.1600000,7577.5800000,48025053867
20190726,000000,7566.4000000,7654.4200000,7566.4000000,7622.6700000,51746643757
